Nombre,Tipo,NivelBase,CategoriaGO,EtiquetasGO,esBebe,Region,Ataque Base,Defensa Base,Stamina Base,ScorePvE,ScorePvP_GL,ScorePvP_UL,UsoPrincipal,Contadores,EsRaid,EvolucionaA,EvolucionRecomendada,UsoEvolucionRecomendada,ScoreEvolucionRecomendada,CosteCaramelosEvolucionRecomendada,ObjetosEvolucionRecomendada,fechaActualizacion
Annihilape,lucha/fantasma,desconocido,normal,,no,,220,178,242,74,72,65,pvp_gl,siniestro/fantasma/hielo,no,,,,,,,2026-03-30
Clodsire,veneno/tierra,desconocido,normal,,no,,127,151,277,60,62,53,coleccionable,electrico/hada/fuego,no,,,,,,,2026-03-30
Dudunsparce,normal,desconocido,normal,,no,,188,150,268,69,66,60,coleccionable,,no,,,,,,,2026-03-30
Kingambit,siniestro/acero,desconocido,normal,,no,,238,203,225,78,77,68,pve,hada/fantasma/hielo,no,,,,,,,2026-03-30
Frigibax,dragon/hielo,desconocido,normal,,no,,134,86,163,45,44,44,coleccionable,dragon/volador/planta,no,Arctibax,Baxcalibur,pve,217,125,,2026-03-30
Arctibax,dragon/hielo,desconocido,normal,,no,,173,128,207,59,53,54,coleccionable,dragon/volador/planta,no,Baxcalibur,Baxcalibur,pve,217,100,,2026-03-30
Baxcalibur,dragon/hielo,desconocido,normal,,no,,254,168,229,78,71,68,pve,dragon/volador/planta,no,,,,,,,2026-03-30
Gimmighoul,fantasma,desconocido,normal,,no,,140,76,128,41,40,43,coleccionable,fantasma/psiquico,no,,,,,,,2026-03-30
Gholdengo,acero/fantasma,desconocido,normal,,no,,252,190,202,77,70,68,pve,hada/fantasma/hielo,no,,,,,,,2026-03-30
Dipplin,planta/dragon,desconocido,normal,,no,,173,184,190,62,57,56,coleccionable,dragon/tierra/roca,no,Hydrapple,Hydrapple,pvp_gl,210,400,,2026-03-30
Poltchageist,planta/fantasma,desconocido,normal,,no,,134,96,120,41,41,43,coleccionable,fantasma/tierra/psiquico,no,Sinistcha,Sinistcha,coleccionable,192,50,,2026-03-30
Sinistcha,planta/fantasma,desconocido,normal,,no,,225,191,174,69,60,63,coleccionable,fantasma/tierra/psiquico,no,,,,,,,2026-03-30
Hydrapple,planta/dragon,desconocido,normal,,no,,216,186,235,74,72,64,pvp_gl,dragon/tierra/roca,no,,,,,,,2026-03-30
